Leroy Greene Academy ,Buckingham Charter,16-6,"Tue, 4/24",L,Away • League,4:00pm,vacaville,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Valley Christian,14-13,"Thu, 4/26",L,Away • League,3:30pm,roseville,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Western Sierra Collegiate Academy,24-15,"Fri, 4/27",L,Home • League,3:30pm,rocklin,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Western Sierra Collegiate Academy,12-5,"Tue, 5/1",L,Away • League,5:00pm,rocklin,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Faith Christian,20-5,"Thu, 5/3",L,Away • League,4:00pm,yuba-city,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Alpha Charter,14-7,"Mon, 5/7",L,Home • League,4:00pm,elverta,CA,"2950 West River Drive, Sacramento, CA, 95833"
Samueli Academy ,Magnolia,18-1,"Sat, 2/24",L,Neutral • Tournament,9:00am,anaheim,CA,"1901 N. Fairview St., Santa Ana, CA, 92706"
Samueli Academy ,Corona del Mar,25-1,"Sat, 2/24",L,Neutral • Tournament,11:00am,newport-beach,CA,"1901 N. Fairview St., Santa Ana, CA, 92706"
Samueli Academy ,Estancia,12-0,"Wed, 3/7",L,Home • Non-League,3:15pm,costa-mesa,CA,"1901 N. Fairview St., Santa Ana, CA, 92706"
Samueli Academy ,Ganesha,19-0,"Fri, 3/9",L,Away • Non-League,3:30pm,pomona,CA,"1901 N. Fairview St., Santa Ana, CA, 92706"
Samueli Academy ,Estancia,10-0,"Wed, 3/14",L,Away • Non-League,3:15pm,costa-mesa,CA,"1901 N. Fairview St., Santa Ana, CA, 92706"
