,Team_1,Score_1,Team_2,Score_2,Result_Team_1,Date,Time,Location,Team_1_Street_Address,Team_1_City,Team_1_State,Team_1_Zip,Team_2_City,Team_2_State
44,Mingus,90,Northland Prep Academy,87,W,8/31,4:00p,Mingus High School,1801 E Fir St,Cottonwood,AZ,86326,Flagstaff,AZ
45,Mohave,155,Gila Ridge,130,W,10/4,4:00p,Mohave High School,2251 Hwy 95 Bullhead,City,AZ,86442,Yuma,AZ
46,Moon Valley,63,Shadow Mountain,146,L,9/7,4:00p,Moon Valley High School,3625 W Cactus Rd,Phoenix,AZ,85029,Phoenix,AZ
47,Mountain Pointe,106,Millennium,73,W,10/20,4:00p,Millennium High School,4201 E Knox Rd,Phoenix,AZ,85044,Goodyear,AZ
48,Mountain Ridge,108,Millennium,75,W,10/12,4:00p,Millennium High School,22800 N 67th Ave,Glendale,AZ,85310,Goodyear,AZ
49,Mountain View,136,Millennium,33,W,9/28,4:00p,Mountain View High School,2700 E Brown Rd,Mesa,AZ,85213,Goodyear,AZ
50,North,47,Flagstaff,114,L,8/31,3:00p,Flagstaff High School,1101 E Thomas Rd,Phoenix,AZ,85014,Flagstaff,AZ
51,North Canyon,49,Paradise Valley,118,L,8/31,4:00p,Paradise Valley High School,1700 E Union Hills Dr,Phoenix,AZ,85024,Phoenix,AZ
52,North Canyon,79,Shadow Mountain,115,L,9/19,4:00p,North Canyon High School,1700 E Union Hills Dr,Phoenix,AZ,85024,Phoenix,AZ
53,Northland Prep Academy,87,Mingus,90,L,8/31,4:00p,Mingus High School,3300 E Sparrow Ave,Flagstaff,AZ,86004,Cottonwood,AZ
54,Palo Verde,58,Desert Christian,56,W,9/7,4:00p,Palo Verde High School,1302 S Avenida Vega,Tucson,AZ,85710,Tucson,AZ
55,Paradise Valley,118,North Canyon,49,W,8/31,4:00p,Paradise Valley High School,3950 E Bell Rd,Phoenix,AZ,85032,Phoenix,AZ
56,Prescott,79,Flagstaff,109,L,9/14,4:00p,Prescott High School,1050 N Ruth St,Prescott,AZ,86301,Flagstaff,AZ
57,Prescott,319,Desert Edge,136,W,9/19,4:00p,Prescott High School,1050 N Ruth St,Prescott,AZ,86301,Goodyear,AZ
58,Pueblo,74,Desert Christian,56,W,9/20,4:00p,Pueblo High School,3500 S 12Th Ave,Tucson,AZ,85713,Tucson,AZ
59,Sahuaro,144,Desert Christian,56,W,9/20,4:00p,Sahuaro High School,545 N Camino SEco,Tucson,AZ,85710,Tucson,AZ
60,Salpointe Catholic,149,Sunnyside,23,W,8/31,TBA,Salpointe Catholic High School,1545 E Copper St,Tucson,AZ,85719,Tucson,AZ
61,San Luis,21,Gila Ridge,237,L,9/7,4:00p,Gila Ridge High School,1250 N 8th Ave San,Luis,AZ,85349,Yuma,AZ
62,San Manuel,68,Arizona College Prep,101,L,9/7,4:00p,San Manuel High School,711 McNab Parkway San,Manuel,AZ,85631,Chandler,AZ
63,San Manuel,88,Desert Christian,41,W,9/12,4:00p,Desert Christian High School,711 McNab Parkway San,Manuel,AZ,85631,Tucson,AZ
64,Seton Catholic,147,Arizona College Prep,104,W,9/14,6:00p,Seton Catholic High School,1150 N Dobson Rd,Chandler,AZ,85032,Chandler,AZ
65,Shadow Mountain,32,Sunnyslope,146,L,8/31,4:00p,Shadow Mountain High School,2902 E Shea Blvd,Phoenix,AZ,85028,Phoenix,AZ
66,Shadow Mountain,146,Moon Valley,63,W,9/7,4:00p,Moon Valley High School,2902 E Shea Blvd,Phoenix,AZ,85028,Phoenix,AZ
67,Shadow Mountain,113,Marcos de Niza,63,W,9/14,4:00p,Shadow Mountain High School,2902 E Shea Blvd,Phoenix,AZ,85028,Tempe,AZ
68,Shadow Mountain,115,North Canyon,79,W,9/19,4:00p,North Canyon High School,2902 E Shea Blvd,Phoenix,AZ,85028,Phoenix,AZ
69,Shadow Mountain,65,Flagstaff,93,L,10/19,4:00p,Flagstaff High School,2902 E Shea Blvd,Phoenix,AZ,85028,Flagstaff,AZ
70,Sunnyside,23,Salpointe Catholic,149,L,8/31,TBA,Salpointe Catholic High School,1725 E Bilby Rd,Tucson,AZ,85706,Tucson,AZ
71,Sunnyside,42,Douglas,98,L,9/7,TBA,Sunnyside High School,1725 E Bilby Rd,Tucson,AZ,85706,Douglas,AZ
72,Sunnyslope,146,Shadow Mountain,32,W,8/31,4:00p,Shadow Mountain High School,35 W Dunlap Ave,Phoenix,AZ,85021,Phoenix,AZ
73,Tanque Verde,68,Desert Christian,23,W,10/19,4:00p,Tanque Verde High School,4201 N Melpomene Wy,Tucson,AZ,85749,Tucson,AZ
74,Thunderbird,75,Deer Valley,108,L,8/31,4:00p,Thunderbird High School,1750 W Thunderbird Rd,Phoenix,AZ,85023,Glendale,AZ
75,Tolleson,48,Millennium,120,L,9/7,4:00p,Millennium High School,9419 W Van Buren,Tolleson,AZ,85353,Goodyear,AZ
76,Walden Grove,75,Desert Christian,11,W,9/28,4:00p,Walden Grove High School,15510 S Sahuarita Park Rd,Sahuarita,AZ,85629,Tucson,AZ
77,Yuma,51,Gila Ridge,197,L,9/19,4:00p,Gila Ridge High School,400 S 6Th Ave,Yuma,AZ,85364,Yuma,AZ
78,Admiral Farragut,77,Keswick Christian,172,L,10/5,6:00p,Keswick Christian High School,501 Park St N St.,Petersburg,FL,33710,St. Petersburg,FL
79,Admiral Farragut,77,Indian Rocks Christian,153,L,10/5,6:00p,Indian Rocks Christian High School,501 Park St N St.,Petersburg,FL,33710,Largo,FL
80,Andrew Jackson,9,ED White,70,L,9/28,4:00p,ED White High School,3816 N MAIN ST,Jacksonville,FL,32206,Jacksonville,FL
81,Bolles,154,Pine Crest,99,W,9/22,4:30p,Pine Crest High School,7400 San Jose Blvd,Jacksonville,FL,32217,Fort Lauderdale,FL
82,Celebration,74,Poinciana,10,W,8/31,4:30p,Celebration High School,1809 Celebration Boulevard,Celebration,FL,34747,Kissimmee,FL
83,Celebration,122,Liberty,18,W,9/5,4:30p,Celebration High School,1809 Celebration Boulevard,Celebration,FL,34747,Kissimmee,FL
84,Celebration,73,St. Cloud,94,L,9/21,4:30p,Celebration High School,1809 Celebration Boulevard,Celebration,FL,34747,St. Cloud,FL
85,Celebration,157,Osceola,104,W,9/26,4:30p,Osceola High School,1809 Celebration Boulevard,Celebration,FL,34747,Kissimmee,FL
86,Celebration,98,Gateway,208,L,9/26,4:30p,Gateway High School,1809 Celebration Boulevard,Celebration,FL,34747,Kissimmee,FL
87,Circle Christian,107,East Ridge,196,L,8/29,4:00p,Circle Christian High School,2134 Kentucky Avenue Winter,Park,FL,32789,Clermont,FL
88,Cocoa Beach,112,Space Coast,75,W,9/28,4:30p,Cocoa Beach High School,1500 Minutemen Cswy Cocoa,Beach,FL,32931,Cocoa,FL
89,Coral Glades,45,Monarch,50,L,9/27,4:30p,Monarch High School,2700 Sportsplex Dr Coral,Springs,FL,33065,Coconut Creek,FL
90,Cornerstone Charter Academy,53,East Ridge,114,L,10/3,4:30p,East Ridge High School,5903 Randolph Ave Belle,Isle,FL,32809,Clermont,FL
91,Crystal River,111,Nature Coast Tech,59,W,8/22,6:00p,Crystal River High School,3195 Crystal River High Drive Crystal,River,FL,34428,Brooksville,FL
92,Crystal River,77,Lake Minneola,93,L,8/31,5:00p,Crystal River High School,3195 Crystal River High Drive Crystal,River,FL,34428,Minneola,FL
93,Crystal River,104,Springstead,66,W,9/21,6:00p,Crystal River High School,3195 Crystal River High Drive Crystal,River,FL,34428,Spring Hill,FL
94,Crystal River,92,The Villages Charter,78,W,9/28,4:30p,Crystal River High School,3195 Crystal River High Drive Crystal,River,FL,34428,The Villages,FL
95,Crystal River,95,South Lake,74,W,9/30,9:00a,South Lake High School,3195 Crystal River High Drive Crystal,River,FL,34428,Groveland,FL
96,Crystal River,94,East Ridge,78,W,9/30,9:00a,East Ridge High School,3195 Crystal River High Drive Crystal,River,FL,34428,Clermont,FL
97,Crystal River,130,Citrus,30,W,10/3,6:00p,Crystal River High School,3195 Crystal River High Drive Crystal,River,FL,34428,Inverness,FL
98,Crystal River,95,Lecanto,87,W,10/12,5:00p,Crystal River High School,3195 Crystal River High Drive Crystal,River,FL,34428,Lecanto,FL
99,Dreyfoos School of the Arts,142,Royal Palm Beach,26,W,8/31,4:30p,Royal Palm Beach High School,501 South Sapodilla Drive West Palm,Beach,FL,33401,Royal Palm Beach,FL
100,Dreyfoos School of the Arts,131,Lake Worth,23,W,9/27,4:30p,Lake Worth High School,501 South Sapodilla Drive West Palm,Beach,FL,33401,Lake Worth,FL
101,East Ridge,196,Circle Christian,107,W,8/29,4:00p,Circle Christian High School,13322 Excalibur Rd,Clermont,FL,34711,Winter Park,FL
102,East Ridge,70,Montverde Academy,238,L,8/29,4:00p,Montverde Academy ,13322 Excalibur Rd,Clermont,FL,34711,Montverde,FL
103,East Ridge,133,Gateway,167,L,9/21,4:30p,Gateway High School,13322 Excalibur Rd,Clermont,FL,34711,Kissimmee,FL
104,East Ridge,92,Mount Dora,78,W,9/27,4:30p,Mount Dora High School,13322 Excalibur Rd,Clermont,FL,34711,Mount Dora,FL
105,East Ridge,78,Crystal River,94,L,9/30,9:00a,East Ridge High School,13322 Excalibur Rd,Clermont,FL,34711,Crystal River,FL
106,East Ridge,114,Cornerstone Charter Academy,53,W,10/3,4:30p,East Ridge High School,13322 Excalibur Rd,Clermont,FL,34711,Belle Isle,FL
107,East Ridge,84,Eustis,86,L,10/3,4:30p,East Ridge High School,13322 Excalibur Rd,Clermont,FL,34711,Eustis,FL
108,ED White,13,Parker,139,L,9/21,4:00p,ED White High School,1700 Old Middleburg Rd N,Jacksonville,FL,32210,Jacksonville,FL
